Academic Period,Calendar Year,Gender,Student Type,Major Type,Full_Part Time,Ethnicity,Term,Major,Age_Group
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,50-59
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,Under 18
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Baking and Pastry Arts,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,MULTI-RACIAL,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Spanish,Under 18
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Computer Engr Tech/Tech,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,UNKNOWN,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,HISPANIC,202510,Bookkeeping Specialist,40-49
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,nan,nan,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,ASIAN,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,35-39
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,UNKNOWN,202510,Business Management & Tech,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,WHITE,202510,Cardiac Sonography,30-34
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,nan,nan,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,35-39
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,UNKNOWN,202510,Dual Credit,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202510,Dual Credit,Under 18
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,MULTI-RACIAL,202510,Social Work,50-59
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Computed Tomography,30-34
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202510,Construction Technology,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Business Management & Tech,40-49
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,"Adv Manufacturing Tech, (AMT)",18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Business Management & Tech,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit Private,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202510,Automotive Technology,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,MULTI AFR AMER,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Construction Technology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,25-29
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Culinary Arts,50-59
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Welder/Welding Tech,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,AMER INDIAN ALSKN,nan,nan,25-29
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,MULTI-RACIAL,nan,nan,18-24
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,25-29
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Air Conditioning & Heating,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,WHITE,202510,Biomedical Engineering Tech,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202510,"TX Teacher EC-6, 4-8, & EC-12",18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,Under 18
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,UNKNOWN,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,WHITE,202510,Radiography Technologist,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Welding Entry-Level,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Welder/Welding Tech,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Full-Time,ASIAN,202510,Liberal Arts,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Info Tech Cybersecurity,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Info Tech Cybersecurity,30-34
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,UNKNOWN,202510,Structural/Pipe Layout,Under 18
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Structural/Pipe Layout,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,NATIVE HAW PACISL,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,25-29
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,MULTI AFR AMER,202510,Business Management & Tech,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Baking and Pastry Arts,25-29
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit Private,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,ASIAN,202510,Hospitality Management,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202510,Engineering,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202510,Kinesiology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Liberal Arts,25-29
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,UNKNOWN,nan,nan,25-29
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,"TX Teacher EC-6, 4-8, & EC-12",Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Full-Time,HISPANIC,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,UNKNOWN,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Full-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Business Management & Tech,25-29
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,WHITE,202510,Diagnostic Medical Sonography,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Business Administration,30-34
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,MULTI-RACIAL,nan,nan,25-29
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Culinary Arts,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Culinary Arts,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Physical Therapist Assistant,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,40-49
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,UNKNOWN,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Plumbing Trades,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Construction Technology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Full-Time,ASIAN,202510,Psychology,25-29
Fall 2024,2024,Female,FTIC Student,Academic,Full-Time,HISPANIC,202510,Business Administration,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202510,Art,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,nan,nan,35-39
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,25-29
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Full-Time,HISPANIC,202510,Psychology,18-24
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,BLACK AFR AMER,202510,Culinary Arts,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,BLACK AFR AMER,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Full-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Plumbers Helper,50-59
